# x
-1.000000000000000000e+00 1.237500011920928955e-01
-1.000000000000000000e+00 6.187500059604644775e-02
-1.000000000000000000e+00 2.475000023841857910e-01
-1.000000000000000000e+00 6.187499761581420898e-01
1.000000000000000000e+00 8.662500381469726562e-01
1.000000000000000000e+00 7.425000071525573730e-01
1.000000000000000000e+00 4.950000047683715820e-01
1.000000000000000000e+00 3.712500035762786865e-01
0.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
-7.500000000000000000e-01 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00
-2.500000000000000000e-01 0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00
-8.750000000000000000e-01 0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00
-3.750000000000000000e-01 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00
-6.250000000000000000e-01 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00
-1.250000000000000000e-01 0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00
-9.375000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
-7.500000000000000000e-01 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00
-2.500000000000000000e-01 0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00
-8.750000000000000000e-01 0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00
-3.750000000000000000e-01 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00
-6.250000000000000000e-01 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00
-1.250000000000000000e-01 0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00
-9.375000000000000000e-01 0.000000000000000000e+00
-1.000000000000000000e+00 1.237500011920928955e-01
-1.000000000000000000e+00 6.187500059604644775e-02
-1.000000000000000000e+00 2.475000023841857910e-01
-1.000000000000000000e+00 6.187499761581420898e-01
1.000000000000000000e+00 8.662500381469726562e-01
1.000000000000000000e+00 7.425000071525573730e-01
1.000000000000000000e+00 4.950000047683715820e-01
1.000000000000000000e+00 3.712500035762786865e-01
0.000000000000000000e+00 3.882353194057941437e-03
-5.000000000000000000e-01 7.764706388115882874e-03
5.000000000000000000e-01 1.164705958217382431e-02
-7.500000000000000000e-01 1.552941277623176575e-02
2.500000000000000000e-01 1.941176503896713257e-02
-2.500000000000000000e-01 2.329411916434764862e-02
7.500000000000000000e-01 2.717647142708301544e-02
-8.750000000000000000e-01 3.105882555246353149e-02
1.250000000000000000e-01 3.494117781519889832e-02
-3.750000000000000000e-01 3.882353007793426514e-02
6.250000000000000000e-01 4.270588234066963196e-02
-6.250000000000000000e-01 4.658823832869529724e-02
3.750000000000000000e-01 5.047059059143066406e-02
-1.250000000000000000e-01 5.435294285416603088e-02
8.750000000000000000e-01 5.823529511690139771e-02
-9.375000000000000000e-01 6.211765110492706299e-02
6.250000000000000000e-02 6.600000709295272827e-02
-4.375000000000000000e-01 6.988235563039779663e-02
5.625000000000000000e-01 7.376471161842346191e-02
-6.875000000000000000e-01 7.764706015586853027e-02
3.125000000000000000e-01 8.152941614389419556e-02
-1.875000000000000000e-01 8.541176468133926392e-02
8.125000000000000000e-01 8.929412066936492920e-02
-8.125000000000000000e-01 9.317647665739059448e-02
1.875000000000000000e-01 9.705882519483566284e-02
-3.125000000000000000e-01 1.009411811828613281e-01
6.875000000000000000e-01 1.048235297203063965e-01
-5.625000000000000000e-01 1.087058857083320618e-01
4.375000000000000000e-01 1.125882342457771301e-01
-6.250000000000000000e-02 1.164705902338027954e-01
9.375000000000000000e-01 1.203529462218284607e-01
-9.687500000000000000e-01 1.242353022098541260e-01
3.125000000000000000e-02 1.281176507472991943e-01
-4.687500000000000000e-01 1.320000141859054565e-01
5.312500000000000000e-01 1.358823627233505249e-01
-7.187500000000000000e-01 1.397647112607955933e-01
2.812500000000000000e-01 1.436470597982406616e-01
-2.187500000000000000e-01 1.475294232368469238e-01
7.812500000000000000e-01 1.514117717742919922e-01
-8.437500000000000000e-01 1.552941203117370605e-01
1.562500000000000000e-01 1.591764837503433228e-01
-3.437500000000000000e-01 1.630588322877883911e-01
6.562500000000000000e-01 1.669411808252334595e-01
-5.937500000000000000e-01 1.708235293626785278e-01
